account-name,posten-id,posten-ersatz,posten-laufzeit,posten-verlängerung,posten-Kündigungsfrist,posten-beginn,posten-ende,posten-status,posten-preis-mrc,posten-preis-nrc,posten-name,posten-beschreibung,AltePostenIDExcel_DC1_REF,Gnom_ID,Netz,GW Kommentar
20028,100078,100079,1,1,2,01.01.2021,28.02.2021,ausgelaufen-posten_wurde_ersetzt," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gropiusplatz 10, Stuttgart B-Ende: Breitscheidstraße 65 70176 Stuttgart, Bandwidth: 10.000 Mbit/s",100078_12485_V125068_P56203,G-CN2J23IC,,
20026,100089,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100089_12542,G-C6YNV2JF,94.186.213.52/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20026,100090,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100090_12542,G-PIRGO0VE,94.186.236.66/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20026,100091,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100091_12542,G-AKMBYEG5,94.186.236.96/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100082,100083,1,1,2,01.01.2021,15.12.2021,ausgelaufen-posten_wurde_ersetzt," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Rotebühlstraße 77, Stuttgart B-Ende: Neue Brücke 8, Stuttgart, Bandwidth: 1.000 Mbit/s",100082_12507_V7451_P13018,G-WI4XNH0K,,
20026,100092,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",BP,BGP Routing,100092_12542,None,n/a,"Keinen korrespondierender DC1 Vertragsposten vorhanden -BGP, RT1063303"
20028,100084,100085,1,1,2,01.01.2021,15.12.2021,ausgelaufen-posten_wurde_ersetzt," 20,00 € "," 50,00 € ",IP_27,"Öffentliches /27 IPv4 Netz, 30 Nutzbare Adressen",100084_12507_V9666_P17535,G-AGX04O37,94.186.151.32/27,Kein Netz im Gnom registriert?
20026,100093,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",BP,BGP Routing,100093_12542,None,n/a,"Keinen korrespondierender DC1 Vertragsposten vorhanden -BGP, 1063303"
20028,100086,n/a,1,1,2,01.01.2021,31.08.2021,ausgelaufen-posten_ist_ausgelaufen," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100086_12541_V11446_P20065,None,,Kein Netz im Gnom registriert?
20028,100096,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100096_12559_V2762_P8590,None,94.186.158.128/29,
20028,100097,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100097_12559_V126096_P63323,None,94.186.153.208/28,
20028,100098,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",IP_27,"Öffentliches /27 IPv4 Netz, 30 Nutzbare Adressen",100098_12559_V126096_P63324,None,94.186.153.192/27,Existiert im GW Gnom nicht als /28 nur als /27
20028,100099,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",IP_27,"Öffentliches /27 IPv4 Netz, 30 Nutzbare Adressen",100099_12559_V126096_P63325,None,94.186.159.192/27,
20028,100100,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100100_12559,None,94.186.167.112/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100101,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100101_12559,None,94.186.236.208/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100102,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gropiusplatz 10, Stuttgart B-Ende: Seidenstraße 19, 70174 Stuttgart, Bandwidth: 10.000 Mbit/s",100102_12566_V35174_P61866,G-SJUESWW3,n/a,
20028,100094,100099,1,1,2,01.01.2021,30.04.2021,ausgelaufen-posten_wurde_ersetzt," 20,00 € "," 50,00 € ",IP_27,"Öffentliches /27 IPv4 Netz, 30 Nutzbare Adressen",100094_12559_V2762_P8590,None,94.186.159.192/27,
20028,100095,100100,1,1,2,01.01.2021,30.04.2021,ausgelaufen-posten_wurde_ersetzt," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100095_12559_V2762_P8590,None,94.186.167.112/29,
20028,100103,n/a,1,1,2,01.05.2022,,aktiv," 827,05 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gropiusplatz 10, Stuttgart B-Ende: Speicherstraße 57, 60327 Frankfurt, Bandwidth: 1.000 Mbit/s",100103_12566_V35174_P61868,None,n/a,
20028,100104,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100104_12566_V35174_P61869,None,94.186.162.176/29,
20028,100105,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100105_12566_V35174_P61869,None,94.186.162.216/29,
20028,100106,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100106_12566_V35174_P61869,None,94.186.162.240/29,
20028,100107,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100107_12566_V35174_P61870,None,94.186.232.144/28,
20028,100108,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100108_12566,None,94.186.212.164/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100109,n/a,1,1,2,01.05.2022,,aktiv," 1.918,66 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gropiusplatz 10, Stuttgart B-Ende: Schinkelplatz 4, 10117 Berlin, Bandwidth: 10.000 Mbit/s",100109_12566_V125073_P56268,G-MUP7MT6X,n/a,
20028,100111,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",IP_27,"Öffentliches /27 IPv4 Netz, 30 Nutzbare Adressen",100111_12574_V126495_P64266,None,94.186.151.128/27,
20028,100113,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",IP_27,"Öffentliches /27 IPv4 Netz, 30 Nutzbare Adressen",100113_12598_V2230,G-SSRD2HBO,94.186.151.160/27,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100116,n/a,1,1,2,01.05.2022,,aktiv," 508,46 € "," 5.500,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Kronenstraße 40, 70174 Stuttgar B-Ende: Neue Brücke 8, Stuttgart, Bandwidth: 1.000 Mbit/s Fullduplex",100116_12604_V126176_P63579,G-SBUZBWIB,,
20028,100117,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € "," 5.500,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Kronenstraße 40, 70174 Stuttgar B-Ende: Neue Brücke 8, Stuttgart, Bandwidth: 1.000 Mbit/s Fullduplex",100117_12604_V126176_P63580,G-JYKB87HF,,
20028,100118,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",BP,BGP Routing,100118_12604_V126176_P63581,None,,
20028,100119,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",BP,BGP Routing,100119_12604_V126176_P63581,None,,
20028,100120,n/a,1,1,2,01.05.2022,,aktiv," 70,00 € "," 50,00 € ",IP_25,"Öffentliches /25 IPv4 Netz, 126 Nutzbare Adressen",100120_12604,None,94.186.144.128/25,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100121,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100121_12604,G-S0FYM0CB,94.186.156.6/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100122,n/a,1,1,2,01.05.2022,,aktiv," 2,50 € "," 50,00 € ",IP_30,"Öffentliches /30 IPv4 Netz, 1 Nutzbare Adressen",100122_12604,None,94.186.156.144/30,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100123,n/a,1,1,2,01.05.2022,,aktiv," 2,50 € "," 50,00 € ",IP_30,"Öffentliches /30 IPv4 Netz, 1 Nutzbare Adressen",100123_12604,None,94.186.156.156/30,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100124,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100124_12604_V126266_P63592,None,94.186.159.112/28,
20028,100125,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100125_12604,G-DOEF8UTQ,94.186.206.156/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100115,100116,1,1,2,01.01.2021,07.07.2021,ausgelaufen-posten_wurde_ersetzt," 508,46 € "," 5.500,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Kronenstraße 40, 70174 Stuttgar B-Ende: Neue Brücke 8, Stuttgart, Bandwidth: 1.000 Mbit/s Fullduplex",100115_12604_V32638_P20671,G-JYKB87HF,,
20028,100126,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100126_12607_V2634,G-5Q9F8LG7,94.186.154.72/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100127,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100127_12657_V126453,G-RE6S7F56,94.186.159.80/28,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100128,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100128_12670_V124444_P55061,,,
20028,100129,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100129_12670_V124444,G-455VN2OV,94.186.214.78/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100130,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100130_12670_V124444,G-G7V0IYY7,94.186.228.26/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100131,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gropiusplatz 10, Stuttgart B-Ende: Hanns-Klemm-Straße 56, 71034 Böblingen, Bandwidth: 10.000 Mbit/s",100131_12679_V124466_P56071,G-MCCL4E02,,
20028,100132,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100132_12679_V125821_P62583,G-LRT35M54,94.186.214.128/29,
20028,100133,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100133_12679_V124954,None,94.186.232.128/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100134,n/a,1,1,2,01.05.2022,,aktiv," 40,00 € "," 50,00 € ",IP_26,"Öffentliches /26 IPv4 Netz, 62 Nutzbare Adressen",100134_12679_V125134_P56272,None,94.186.233.0/26,
20028,100135,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100135_12707_V3055_P9820,None,94.186.157.0/28,
20028,100136,n/a,1,1,2,01.05.2022,,aktiv," 2,50 € "," 50,00 € ",IP_30,"Öffentliches /30 IPv4 Netz, 1 Nutzbare Adressen",100136_12707,None,94.186.156.28/30,
20028,100137,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100137_12707_V12191,G-0M1R9FL4,94.186.207.156/31,
20028,100138,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100138_12720_V6832_P12031,G-YFRIES4W,94.186.154.160/29,
20028,100139,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100139_12720_V8057_P14294,None,94.186.157.80/28,
20028,100140,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",IP_27,"Öffentliches /27 IPv4 Netz, 30 Nutzbare Adressen",100140_12720_V10520_P18801,None,94.186.150.160/27,
20028,100141,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",IP_27,"Öffentliches /27 IPv4 Netz, 30 Nutzbare Adressen",100141_12720,None,94.186.159.128/27,
20028,100142,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100142_12720,None,94.186.153.16/28,
20028,100143,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100143_12720_V7253_P12788,None,,
20028,100144,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100144_12750_V125889_P62911,G-KE0K6PNA,94.186.185.128/29,
20028,100145,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroInternet,"MetroInternet Hackstraße 61 70190 Stuttgart, Bandwidth: 1.000 Mbit/s",100145_12775_V9723_P18573,None,n/a,
20028,100146,n/a,1,1,2,01.05.2022,,aktiv," 479,28 € "," 3.300,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Hackstraße 61, 70190 Stuttgart B-Ende: Neue Brücke 8, 70137 Stuttgart, Bandwidth: 1.000 Mbit/s",100146_12775_V9723_P18574,G-FQN00LPF,n/a,
20028,100147,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Hackstraße 61, 70190 Stuttgart B-Ende: Heilbronner Str. 3 70771 Leinfelden-Echterdingen, Bandwidth: 1.000 Mbit/s",100147_12775_V124646_P55642,G-0U7RCHGA,n/a,
20028,100148,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100148_12775_V9723_P18575,None,94.186.185.216/29,
20028,100149,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100149_12775_V9723,None,94.186.194.28/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100153,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",IP_27,"Öffentliches /27 IPv4 Netz, 30 Nutzbare Adressen",100153_12786_V126130_P63478,None,G-VVWN14T9,
20028,100154,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Tübinger Str. 63, 70178 Stuttgart B-Ende: Rechenzentrum GRP10, 70563 Stuttgart, Bandwidth: 10.000 Mbit/s",100154_12786_V126130_P63477,G-287H1ASV,n/a,
20028,100155,n/a,1,1,2,01.05.2022,,aktiv," 121,32 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: Site-A: Forststraße 7, 70174 Stuttgart Site-B: Gropiusplatz 10, 70563 Stuttgart: 10 Gigabit Multirate (10G Ethernet oder 8G Fibre Channel) Übergabe Port: 850nm Multimode Verbindung EAST",100155_12794_V9394_P17526,G-A6JOZXML,n/a,
20028,100156,n/a,1,1,2,01.05.2022,,aktiv," 161,76 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: Site-A: Forststraße 7, 70174 Stuttgart Site-B: Gropiusplatz 10, 70563 Stuttgart: 10 Gigabit Multirate (10G Ethernet oder 8G Fibre Channel) Übergabe Port: 850nm Multimode Verbindung WEST",100156_12794_V10394_P19445,G-HO0EMOZ6,n/a,Vertragsreferenz im GNOM falsch (geht auf 9394)
20028,100157,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100157_12794_V32767_P20851,None,94.186.190.160/29,
20028,100158,n/a,1,1,2,01.05.2022,,aktiv," 80,88 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: Site-A: Forststraße 7, 70174 Stuttgart Site-B: Gropiusplatz 10, 70563 Stuttgart: 10 Gigabit Multirate (10G Ethernet oder 8G Fibre Channel) Übergabe Port: 850nm Multimode Verbindung EAST",100158_12794_V33620_P54496,G-JS5J7JX7,n/a,
20028,100159,n/a,1,1,2,01.05.2022,,aktiv," 107,84 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: Site-A: Forststraße 7, 70174 Stuttgart Site-B: Gropiusplatz 10, 70563 Stuttgart: 10 Gigabit Multirate (10G Ethernet oder 8G Fibre Channel) Übergabe Port: 850nm Multimode Verbindung WEST",100159_12794_V34607_P55854,G-J96ZWD8V,n/a,Referenz auf Teilbereistellung anpassen
20028,100164,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100164_12801,G-ZN5MS4U0,94.186.158.176/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100165,n/a,1,1,2,01.05.2022,,aktiv," 2,50 € "," 50,00 € ",IP_30,"Öffentliches /30 IPv4 Netz, 1 Nutzbare Adressen",100165_12801,G-KNILPM4Y,94.186.156.184/30,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100166,n/a,1,1,2,01.05.2022,,aktiv," 553,49 € "," 6.050,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Hackstraße 61, 70190 Stuttgart B-Ende: Neue Brücke 8, 70137 Stuttgart, Bandwidth: 10.000 Mbit/s",100166_12801_V126173_P63497,,,
20028,100150,100153,1,1,2,01.01.2021,31.05.2021,ausgelaufen-posten_wurde_ersetzt," 20,00 € "," 50,00 € ",IP_27,"Öffentliches /27 IPv4 Netz, 30 Nutzbare Adressen",100150_12786_V9874_P18617,None,G-VVWN14T9,
20028,100151,n/a,1,1,2,01.01.2021,31.05.2021,ausgelaufen-posten_ist_ausgelaufen," 190,87 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: Site-A: Schloßstraße 70, 70176 Stuttgart Site-B: Rechenzentrum GRP10, 70563 Stuttgart Service: 10 Gigabit Multirate (10G Ethernet oder 8G Fibre Channel) Übergabe Port: 850nm Multimode Verbindung",100151_12786_V9874_P18614,None,n/a,
20028,100152,100154,1,1,2,01.01.2021,31.05.2021,ausgelaufen-posten_wurde_ersetzt," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Tübinger Str. 63, 70178 Stuttgart B-Ende: Rechenzentrum GRP10, 70563 Stuttgart, Bandwidth: 10.000 Mbit/s",100152_12786_V33040_P56300,G-287H1ASV,n/a,
20028,100167,n/a,1,1,2,01.05.2022,,aktiv," 342,99 € "," 770,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Hackstraße 61, 70190 Stuttgart B-Ende: Neue Brücke 8, 70137 Stuttgart, Bandwidth: 1.000 Mbit/s",100167_12801_V126173_P63498,,,
20028,100168,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100168_12801_V126173_P63500,G-HCWVEU05,94.186.158.16/28,
20028,100169,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroInternet,"MetroInternet Seyfferstr. 34 70197 Stuttgart, Bandwidth: 1.000 Mbit/s",100169_12820_V8798_P17075,G-TPQ9GLCA,n/a,
20028,100170,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100170_12820,G-TPQ9GLCA,94.186.195.118/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100171,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Seyfferstr. 34 70197 Stuttgart B-Ende: Neue Brücke 8, 70137 Stuttgart, Bandwidth: 1.000 Mbit/s",100171_12820_V10008_P17077,G-DQPLU4XR,n/a,
20028,100172,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100172_12794,None,94.186.190.98/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100173,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100173_12794,None,94.186.195.114/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100160,n/a,1,1,2,01.01.2021,28.02.2021,ausgelaufen-posten_ist_ausgelaufen," 640,46 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: LEV1, B-Ende: Rechenzentrum GRP10, 70563 Stuttgart, Bandwidth: 10.000 Mbit/s",100160_12794_V125702_P62448,,n/a,
20028,100161,100166,1,1,2,01.01.2021,25.10.2021,ausgelaufen-posten_wurde_ersetzt," 553,49 € "," 6.050,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Hackstraße 61, 70190 Stuttgart B-Ende: Neue Brücke 8, 70137 Stuttgart, Bandwidth: 10.000 Mbit/s",100161_12801_V2721_P8512,,n/a,
20028,100162,100167,1,1,2,01.01.2021,25.10.2021,ausgelaufen-posten_wurde_ersetzt," 342,99 € "," 770,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Hackstraße 61, 70190 Stuttgart B-Ende: Neue Brücke 8, 70137 Stuttgart, Bandwidth: 1.000 Mbit/s",100162_12801_V2896_P9024,,n/a,
20028,100163,100168,1,1,2,01.01.2021,25.10.2021,ausgelaufen-posten_wurde_ersetzt," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100163_12801_V10844_P19074,G-HCWVEU05,94.186.158.16/28,
20028,100174,n/a,1,1,2,01.05.2022,,aktiv," 195,00 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Rotebühlstraße 77, 70178 Stuttgart B-Ende: Gropiusplatz 10, Stuttgart, Bandwidth: 1.000 Mbit/s",100174_12826_V125796_P62638,G-24HM5WAI,,
20028,100175,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Plieninger Straße 150, 70567 Stuttgart B-Ende: Gropiusplatz 10, Stuttgart, Bandwidth: 10.000 Mbit/s EAST",100175_12826_V125934_P62772,G-NW7ZP8ZS,,
20028,100176,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100176_12826_V125934_P62773,,,
20028,100177,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100177_12826,None,94.186.182.10/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100178,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100178_12826_V125934,None,94.186.182.246/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100179,n/a,1,1,2,01.05.2022,,aktiv," 528,36 € "," 3.850,00 € ",MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Heilbronner Str. 41, 70191 Stuttgart B-Ende: Presselstraße 12, 70191 Stuttgart, Bandwidth: 10.000 Mbit/s EAST",100179_12868_V8867_P55745,,,
20028,100180,n/a,1,1,2,01.05.2022,,aktiv," 336,17 € "," 1.100,00 € ",MetroInternet,"MetroInternet Heilbronner Str. 41 70191 Stuttgart, Übergabe RZ2 Bandwidth: 1.000 Mbit/s",100180_12868_V33884_P54525,,,
20028,100181,n/a,1,1,2,01.05.2022,,aktiv," 336,17 € "," 1.100,00 € ",MetroInternet,"MetroInternet Heilbronner Str. 41 70191 Stuttgart, Übergabe RZ5 Bandwidth: 1.000 Mbit/s",100181_12868_V33884_P54527,,,
20028,100182,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100182_12868_V33884_P54529,,,
20028,100183,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100183_12868_V33884_P54530,,,
20028,100184,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100184_12868_V33884_P54533,,,
20028,100185,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100185_12868_V33884_P54534,,,
20028,100187,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Heilbronner Str. 41, 70191 Stuttgart B-Ende: Presselstraße 12, 70191 Stuttgart, Bandwidth: 10.000 Mbit/s WEST",100187_12868_V34028_P55095,,,
20028,100188,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroInternet,"MetroInternet Presselstraße 12 70191 Stuttgart, Bandwidth: 100 Mbit/s",100188_12868_V34028_P55097,,,
20028,100189,n/a,1,1,2,01.05.2022,,aktiv," 20,00 € "," 50,00 € ",BF,BGP Routing mit Full Table,100189_12868_V34028_P55099,,,
20028,100190,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100190_12868_V34028_P55101,,,
